REF_ID,TEST_ID,ITEM_ID,NAME,ITEM_TYPE,SUBDOMAIN,DESCRIPTOR,MC_OPTIONS,CORRECT_ANSWER,MAXIMUM_SCORE,ITEM_DIFFICULTY,ITEM_DIFFICULTYLOGIT5,ITEM_DIFFICULTYLOGIT62,ITEM_DIFFICULTYLOGIT5SE,ITEM_DIFFICULTYLOGIT62SE,ITEM_PROFICIENCY_BAND,ITEM_PROFICIENCY_LEVEL,CONTENT_DESCRIPTION,SUBSTITUTE_ITEM_REFIDS,SUBSTITUTE_ITEM_LOCALIDS,SUBSTITUTE_ITEM_PNP_CODES
00baeb8c-a212-4b1b-8bf9-ac7ec873ac92,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102098,x00102098,PO,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00c32dff-8418-4d06-a4ae-9d491379fdc5,e5f9101a-354f-4225-83c9-544d27694047,x00100895,x00100895,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00c32dff-8418-4d06-a4ae-9d491379fdc5,e5f9101a-354f-4225-83c9-544d27694047,x00100895,x00100895,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00e82e16-26f4-42d0-ad31-70fe76822007,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100303,x00100303,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00e82e16-26f4-42d0-ad31-70fe76822007,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100303,x00100303,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00fce67f-a009-47b2-b64a-0ff916cf538c,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100671,x00100671,SL,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
00fce67f-a009-47b2-b64a-0ff916cf538c,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100671,x00100671,SL,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
010c6485-ebd2-4fd4-87a5-ff1bcd171254,4276508b-d356-49fd-886a-fd42f64ce72e,x00101290,x00101290,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
010c6485-ebd2-4fd4-87a5-ff1bcd171254,4276508b-d356-49fd-886a-fd42f64ce72e,x00101290,x00101290,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
015dbf62-8c86-424e-a6e1-a135f2afb7b4,89962801-3783-4217-869b-5485bf1580b1,x00102405,x00102405,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
015dbf62-8c86-424e-a6e1-a135f2afb7b4,89962801-3783-4217-869b-5485bf1580b1,x00102405,x00102405,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0170861b-5613-45b4-b88c-4f27cb7258ed,89962801-3783-4217-869b-5485bf1580b1,x00102399,x00102399,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0170861b-5613-45b4-b88c-4f27cb7258ed,89962801-3783-4217-869b-5485bf1580b1,x00102399,x00102399,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0176ef38-1695-4323-89a7-7d0682bc478d,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100574,x00100574,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0176ef38-1695-4323-89a7-7d0682bc478d,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100574,x00100574,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
01ec4099-788f-4c8b-bb82-040428e04e6f,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102022,x00102022,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
01ec4099-788f-4c8b-bb82-040428e04e6f,e73f56be-e4ca-4b88-ad41-a355e2db972f,x00102022,x00102022,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0212fd59-f5ba-4320-b4d9-f7bddbe7987f,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100750,x00100750,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0212fd59-f5ba-4320-b4d9-f7bddbe7987f,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100750,x00100750,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
022e15f3-baad-4e2d-8042-8c6f23f7a7d0,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101524,x00101524,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
022e15f3-baad-4e2d-8042-8c6f23f7a7d0,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101524,x00101524,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
023e3471-927a-41c9-ba29-f9259409fc30,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101404,x00101404,SP,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
023e3471-927a-41c9-ba29-f9259409fc30,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101404,x00101404,SP,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0240a961-ebba-4c22-9385-e2737598f671,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100178,x00100178,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0240a961-ebba-4c22-9385-e2737598f671,80c19e71-68f5-4154-b4d0-ff931766be8b,x00100178,x00100178,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
029841cf-5b5a-4f7a-82a6-8143567373ad,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101714,x00101714,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
029841cf-5b5a-4f7a-82a6-8143567373ad,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,x00101714,x00101714,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
029841cf-5b5a-4f7a-82a6-8143567373ad,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101714,x00101714,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
029841cf-5b5a-4f7a-82a6-8143567373ad,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101714,x00101714,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02b9889d-46bd-4415-ad06-e8ff8c6640ee,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101183,x00101183,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02b9889d-46bd-4415-ad06-e8ff8c6640ee,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,x00101183,x00101183,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02b9889d-46bd-4415-ad06-e8ff8c6640ee,4276508b-d356-49fd-886a-fd42f64ce72e,x00101183,x00101183,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02b9889d-46bd-4415-ad06-e8ff8c6640ee,4276508b-d356-49fd-886a-fd42f64ce72e,x00101183,x00101183,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02bc5846-82d3-48f1-93d8-cab6ec0deced,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102510,x00102510,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
02bc5846-82d3-48f1-93d8-cab6ec0deced,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,x00102510,x00102510,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03107629-b523-4706-a62d-13517b052233,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102156,x00102156,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03107629-b523-4706-a62d-13517b052233,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,x00102156,x00102156,TE,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
032df91d-6c1b-4746-97ea-9a1491b6ea71,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101619,x00101619,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
032df91d-6c1b-4746-97ea-9a1491b6ea71,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101619,x00101619,MC,Letters,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
033e441e-45fd-4a43-ab08-6eac458e8290,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100796,x00100796,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
033e441e-45fd-4a43-ab08-6eac458e8290,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100796,x00100796,TE,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0368241c-62d6-4486-9049-7b0fe3a73256,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100316,x00100316,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0368241c-62d6-4486-9049-7b0fe3a73256,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100316,x00100316,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
038d6ee6-62ce-4248-bb4d-7620089efaa1,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100851,x00100851,IGGM,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
038d6ee6-62ce-4248-bb4d-7620089efaa1,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100851,x00100851,IGGM,Numbers,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
039436e0-7824-4078-b4ce-2ffc428cf80e,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,x00102563,x00102563,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
039436e0-7824-4078-b4ce-2ffc428cf80e,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,x00102563,x00102563,MC,Spelling,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03c0937f-f9a1-44af-8cb9-f16f9b274c9c,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101637,x00101637,PO,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03c0937f-f9a1-44af-8cb9-f16f9b274c9c,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,x00101637,x00101637,PO,Letters,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03cdd21d-41ad-42df-82fd-121fd20b3afc,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100440,x00100440,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03cdd21d-41ad-42df-82fd-121fd20b3afc,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100440,x00100440,TE,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03f7ff85-3002-492c-9a5a-b3c676a3e5fa,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100424,x00100424,SL,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
03f7ff85-3002-492c-9a5a-b3c676a3e5fa,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,x00100424,x00100424,SL,Grammar,Descriptor #1,,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
041eb5ea-dd33-4310-9aa4-d0d3aff9a20d,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100532,x00100532,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
041eb5ea-dd33-4310-9aa4-d0d3aff9a20d,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,x00100532,x00100532,MC,Grammar,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0436e0e4-241c-433a-af0b-0c520be171e9,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100810,x00100810,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0436e0e4-241c-433a-af0b-0c520be171e9,76ac3d80-0bee-45b1-9e17-4652106f1ece,x00100810,x00100810,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0482c417-b8db-4be3-9251-f998865d014f,e5f9101a-354f-4225-83c9-544d27694047,x00100994,x00100994,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
0482c417-b8db-4be3-9251-f998865d014f,e5f9101a-354f-4225-83c9-544d27694047,x00100994,x00100994,MC,Numbers,Descriptor #1,4,,1,3,.8,.9,.8,.9,3,Proficient,"[""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA072"",""http://www.australiancurriculum.edu.au/curriculum/contentdescription/ACMNA037""]",,,
