School,YrLevel,Domain,REF_ID,PLATFORM_STUDENT_IDENTIFIER,TEST_ID,PATH_TAKEN_FOR_DOMAIN,PARALLEL_TEST,RAW_SCORE,SCALED_SCORE_VALUE,SCALED_SCORE_LOGIT_VALUE,SCALED_SCORE_SE,SCALED_SCORE_LOGIT_SE,STUDENT_DOMAIN_BAND,STUDENT_PROFICIENCY,PLAUSIBLE_SCALED_VALUE
21214,3,GrammarAndPunctuation,7a0f9af2-5760-4bdd-924b-3a6cd2d39af0,R100000053G,53cbed39-96a1-4487-b52e-d28ec27813eb,GE,E1,16.00,411.00,20.39,22.63,21.66,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Reading,3a660298-2756-467e-98ac-b16ecd3fa0af,R100000053G,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:E,A2:B1:E1,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21214,3,Spelling,befc97e2-2fdb-4b49-8426-d995fed78a4f,R100000053G,89962801-3783-4217-869b-5485bf1580b1,SA:SD:PD,SA1:SD1:PD0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Spelling,e432f66e-71cc-4e25-91e6-54a11676bc10,R100000228H,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SD:PB,SA0:SD1:PB1,19.00,619.00,21.35,22.77,19.46,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Writing,67486da4-05a0-4363-962d-9f0eae21bdb3,R100000228H,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,1.00,655.00,21.46,20.13,19.61,10,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,GrammarAndPunctuation,e376b121-e6a2-46f8-b66e-b33f8506788d,R100000228H,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GF,F0,16.00,601.00,20.96,21.56,21.68,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Reading,0351b41b-c0d6-4120-af66-37d1d78590c9,R100000228H,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:B:F,A3:B0:F0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Numeracy,52aa5b39-ef11-4f48-ae52-ee0159a80664,R100000228H,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,CA:D:C:E,CA0:D1:C0:E0,44.00,608.12,18.52,19.21,18.59,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Numeracy,8acd2481-c544-4f76-8adb-94d9639cbc91,R100000203K,4276508b-d356-49fd-886a-fd42f64ce72e,NC:B:C:F,NC1:B0:C0:F0,36.00,559.38,19.50,22.73,19.85,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Writing,fd41e65a-f41c-4dd5-944e-c91f9eacebb4,R100000203K,afbed99f-b8db-4ac2-b716-ed71e49961d4,,,1.00,625.00,18.52,22.86,18.26,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Reading,57fe5102-9362-4ee3-8612-09f627836b25,R100000203K,e73f56be-e4ca-4b88-ad41-a355e2db972f,A:D:E,A1:D0:E1,33.00,578.12,19.62,19.32,22.56,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,GrammarAndPunctuation,2797785f-6373-47f3-95c7-937538adb757,R100000203K,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,GE,E1,24.00,619.00,19.20,19.97,19.94,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Spelling,8279aa58-3452-4e68-b20b-df60579fa6f3,R100000135S,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PB,SA1:SB0:PB0,17.00,527.00,21.82,19.20,19.79,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Writing,b18dbfed-ebd8-42ca-94e5-557dfb5c86cf,R100000135S,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,19.37,20.24,20.00,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,GrammarAndPunctuation,dd84ba61-5661-47f9-a578-fae0f484b8bf,R100000135S,80c19e71-68f5-4154-b4d0-ff931766be8b,GE,E1,20.00,545.00,21.92,21.79,21.51,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Reading,27b4ebdd-982d-48dc-a10a-c653bb2b2195,R100000135S,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:E,A0:B1:E1,32.00,531.67,18.41,21.05,21.43,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Numeracy,d91b8135-1c4c-4b3e-9df8-feead4c5dc09,R100000135S,e5f9101a-354f-4225-83c9-544d27694047,A:B:C,A0:B1:C0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,GrammarAndPunctuation,b0e67291-278f-46d5-bbd0-cd67696ff879,R100000096E,53cbed39-96a1-4487-b52e-d28ec27813eb,GE,E1,17.00,417.00,21.55,19.80,18.45,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Reading,3c07d709-2559-4799-b0df-ee9733ce2415,R100000096E,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:E,A1:B1:E0,34.00,445.77,19.06,22.63,20.51,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Numeracy,7e1dbd37-a0c5-4c04-b288-c65125e00143,R100000096E,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:B:F,CA0:B1:F0,28.00,422.69,21.85,18.23,18.00,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Spelling,acd88b47-2052-4e8f-9fc3-632a66c840ab,R100000096E,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PB,SA1:SB1:PB1,21.00,441.00,22.23,22.36,22.21,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Spelling,e6662e2c-4034-4bd0-b903-0e93b6630eaa,R100000081K,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PD,SA1:SB1:PD1,18.00,613.00,20.76,21.59,19.78,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Writing,b97fce21-bd82-449d-b20c-123c79c2b993,R100000081K,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,0.00,505.00,21.47,21.23,20.87,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,GrammarAndPunctuation,2ffade20-f120-493b-917c-bf8cb4ee1421,R100000081K,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GF,F0,20.00,625.00,22.45,19.87,22.50,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Reading,797dc236-aa31-4351-b73a-827e17576dff,R100000081K,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:F,A2:D1:F0,31.00,601.88,21.13,21.85,18.33,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Numeracy,8cafcf51-4fd4-4030-bcb7-c2ea55f818eb,R100000081K,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,CA:B:C:F,CA0:B0:C0:F0,45.00,610.47,18.52,20.73,18.56,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Spelling,7419351b-5e66-45b9-8c6c-77fc5e1fdb13,R100000233H,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SD:PD,SA0:SD0:PD1,15.00,595.00,21.80,18.63,20.20,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Writing,e44ce300-bca2-482b-a64a-989130199fc1,R100000233H,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,1.00,655.00,21.08,18.02,21.67,10,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,GrammarAndPunctuation,53350ccd-2ce3-4336-8a06-a688d1f29e89,R100000233H,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GE,E1,17.00,607.00,20.90,20.00,20.40,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Reading,89ec5db3-dde0-492a-88ee-07ade4051b9b,R100000233H,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:E,A0:D0:E1,31.00,601.88,22.13,22.78,22.77,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Numeracy,5c748e0e-c628-48cc-814e-fd2b02d39226,R100000233H,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,NC:B:C:F,NC0:B0:C0:F0,43.00,605.78,18.60,19.82,20.88,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Spelling,90978dec-8c22-437f-afa6-fdcc8902cfcf,R100000088P,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PD,SA0:SB1:PD1,21.00,631.00,19.24,19.46,20.02,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Writing,408cf9b7-5142-4ef4-84b8-2b13c2a96177,R100000088P,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,1.00,655.00,18.63,22.68,22.72,10,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,GrammarAndPunctuation,e9b15f92-244c-434b-a50d-456f025c4dc3,R100000088P,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GF,F1,17.00,607.00,20.02,20.09,18.16,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Reading,b5964aef-feef-4254-8690-62df859ad471,R100000088P,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:F,A0:D1:F0,30.00,598.75,21.69,18.88,22.52,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,9,Numeracy,089c1bdd-9530-44b5-b02a-bbd78635ce48,R100000088P,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,CA:D:C:E,CA1:D0:C0:E1,45.00,610.47,19.22,21.59,20.59,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,5,Spelling,76f99197-6cbd-4381-be93-95d71c431768,R100000231M,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SD:PB,SA0:SD1:PB1,13.00,503.00,18.78,22.94,19.44,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,5,Writing,4154a7c9-9741-44b4-b3ea-bbf5e7d085a1,R100000231M,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,19.80,20.13,21.69,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,5,GrammarAndPunctuation,d71b65de-3d39-4ca0-b987-8f87e581f204,R100000231M,80c19e71-68f5-4154-b4d0-ff931766be8b,G,G0,0.00,0.00,19.56,19.36,20.35,0,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,5,Numeracy,beb7c460-b63b-4b13-ac0c-fdf451875f9f,R100000231M,e5f9101a-354f-4225-83c9-544d27694047,CA:B:E,CA0:B0:E0,32.00,531.67,21.51,22.15,20.12,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,9,Spelling,d1775161-193b-4a59-b091-df3a19f12b21,R100000222K,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SD:PB,SA1:SD1:PB1,17.00,607.00,18.07,19.14,20.49,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,9,Writing,1248dfcb-177a-4fce-ab26-60a7ef8e89ed,R100000222K,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,0.00,505.00,21.53,21.31,19.69,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,9,GrammarAndPunctuation,ffed88b8-e16e-45ae-b2e1-e69623693148,R100000222K,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GF,F1,15.00,595.00,22.53,18.62,19.46,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,9,Reading,d1af67d3-5f7e-4df0-a0a3-47d4b091eea3,R100000222K,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:B:F,A2:B0:F0,37.00,620.62,22.92,18.11,20.21,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,9,Numeracy,6991974e-8f7f-48a8-add3-e941fb0ee9b0,R100000222K,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,CA:B:C:E,CA1:B0:C0:E1,43.00,605.78,20.32,18.56,22.52,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Spelling,116e54d1-e426-4ebc-818c-7ab4330faa90,R100000051A,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PB,SA1:SB0:PB0,17.00,527.00,21.01,19.26,21.81,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Writing,14ec22a2-07b7-4763-8b70-36d0e033b082,R100000051A,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,21.80,21.98,21.35,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,GrammarAndPunctuation,296d2ad5-c799-4281-a9a5-43b491081029,R100000051A,80c19e71-68f5-4154-b4d0-ff931766be8b,GE,E1,17.00,527.00,21.55,21.80,18.74,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Reading,330dabae-6613-4a5b-9a59-1a74b27fcf4d,R100000051A,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:D:E,A0:D1:E1,32.00,531.67,19.79,22.06,19.07,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21214,5,Numeracy,5abf97ae-6bb5-4262-8947-38da7d3831df,R100000051A,e5f9101a-354f-4225-83c9-544d27694047,A:D:C,A3:D1:C0,36.00,545.00,22.15,19.92,22.68,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,Reading,0edd1e80-7ea3-4836-8ea5-c381f2c85c69,R100000021D,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:F,A0:B0:F0,30.00,430.38,20.68,18.72,18.88,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,Numeracy,569bf0ff-2c9f-4c15-99a5-8bf6e8734875,R100000021D,76ac3d80-0bee-45b1-9e17-4652106f1ece,A:B:F,A3:B1:F0,29.00,426.54,18.35,20.68,18.76,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21212,3,Spelling,f7568084-9069-499c-b5ec-907799c77ab1,R100000021D,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PB,SA0:SB1:PB1,19.00,429.00,18.47,19.90,18.01,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Writing,6ae3c707-3ebe-43a8-8dd4-675d9d7062e3,R100000226M,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,0.00,505.00,20.44,21.09,19.51,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,GrammarAndPunctuation,e16d2287-3126-4d2e-a160-f7bb96a44301,R100000226M,65dbb0e0-a0a6-49dc-b56b-c478e0d10f92,GC,C1,15.00,595.00,19.35,20.28,22.96,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21221,9,Reading,123a759e-832a-424e-96ed-b67d5d239b68,R100000226M,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:C,A0:D1:C0,31.00,601.88,20.00,22.64,20.63,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Spelling,964552d6-7a50-4c78-a154-24d0d8772956,R100000128G,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SB:PB,SA1:SB1:PB1,17.00,527.00,19.92,20.84,18.68,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Writing,814ed4ed-b036-4a15-943d-b0647b456f44,R100000128G,5c39a5af-d944-4150-ac25-4629ee3d362b,,,1.00,575.00,22.94,18.57,19.17,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,GrammarAndPunctuation,1113fe11-f515-47dc-940b-a65a95a81ed0,R100000128G,80c19e71-68f5-4154-b4d0-ff931766be8b,G,G0,0.00,0.00,18.78,19.41,22.83,0,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Spelling,ad247806-6827-40c6-bfe1-7b36da5e97d1,R100000166G,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PB,SA0:SB0:PB0,21.00,631.00,18.32,21.79,21.35,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Writing,efe56a2d-cc49-48db-9e65-21359ed98763,R100000166G,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,0.00,505.00,21.85,19.50,19.63,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Reading,f90d3504-21e7-4cfc-b392-caa60224d38a,R100000166G,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:B:C,A1:B1:C0,37.00,620.62,19.33,22.50,22.80,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Numeracy,0d9e05e4-9a43-4ed3-b82e-127ab5fb6512,R100000166G,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,CA:B:C:F,CA1:B1:C0:F0,45.00,610.47,20.37,19.84,20.95,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,GrammarAndPunctuation,dbd4d8c2-5015-4ac9-b251-f6dc375cb711,R100000086G,53cbed39-96a1-4487-b52e-d28ec27813eb,GF,F0,20.00,435.00,20.73,18.81,21.38,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Reading,aa2c31ac-27d5-4a49-8b48-5237ee6be47e,R100000086G,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:F,A3:B1:F0,31.00,434.23,21.90,22.54,18.18,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Numeracy,7525b945-252d-4fa2-907b-21c027ccf674,R100000086G,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:D:E,CA0:D0:E0,30.00,430.38,19.69,21.90,22.58,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21215,3,Spelling,47e1b6df-0b00-4ff4-90cf-ace563dda9b2,R100000086G,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PB,SA1:SB1:PB0,20.00,435.00,22.88,20.17,20.44,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Spelling,02537faa-d46c-423d-99e8-aa3694782fe9,R100000142K,0b925081-9b83-4c90-b0f2-bc58fd0ad7b4,SA:SD:PB,SA1:SD0:PB1,18.00,533.00,21.71,22.38,18.49,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Writing,0dd4e204-3d07-4eb5-8b1b-464bea31938a,R100000142K,57eaa9af-3f42-4bb9-b2c0-dd01ad65534d,,,1.00,575.00,18.63,22.70,22.95,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Reading,beba25b8-d11b-4458-8d5c-b10bddd72049,R100000142K,9d8c18b5-1125-4e06-a90c-c62f09fb25c1,A:B:E,A0:B0:E1,34.00,538.33,21.54,20.42,18.15,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,5,Numeracy,2270c971-f6da-483c-af5d-6391375d464b,R100000142K,e5f9101a-354f-4225-83c9-544d27694047,CA:D:E,CA1:D1:E1,27.00,515.00,19.99,20.40,19.42,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Spelling,92fd1417-1de8-4446-bb4b-9f1beef89d7f,R100000150A,2b29bc7b-f81b-4991-8294-32d4aad27a93,SA:SB:PD,SA0:SB1:PD1,17.00,607.00,21.35,18.95,19.85,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Writing,b5a14bd6-b300-4399-9b30-b548cd97bf89,R100000150A,4efda5c8-c168-4b9a-97d7-d0d8588542a3,,,0.00,505.00,22.76,18.18,21.07,6,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Reading,d2d371ea-e4d8-4a4e-8ea3-302de137e1cb,R100000150A,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:B:F,A3:B1:F0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
21218,9,Numeracy,bc188e9a-fded-4b8c-9a2d-93fbfb98d108,R100000150A,fab3b5e8-ba46-4254-a027-3f0bd9aa4c9b,NC:B:C:F,NC1:B0:C0:F0,47.00,615.16,22.84,21.15,22.71,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,GrammarAndPunctuation,cf91097b-bba8-4e57-ae76-55118369ff08,R100000129H,53cbed39-96a1-4487-b52e-d28ec27813eb,GE,E0,16.00,411.00,18.57,21.79,18.88,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Reading,2fc63507-9e45-41dc-b5ad-5958ebfca6a5,R100000129H,58dacd6e-a3aa-433f-8fc4-e13a4825eed9,A:B:E,A1:B0:E0,28.00,422.69,19.77,18.62,21.40,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Numeracy,b557a4c7-09aa-411e-afe4-1049a97454ce,R100000129H,76ac3d80-0bee-45b1-9e17-4652106f1ece,CA:D:F,CA1:D0:F0,29.00,426.54,20.27,20.62,18.30,5,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,3,Spelling,ea3a8771-f2cd-42e8-a1d1-eb75ec3a1f31,R100000129H,89962801-3783-4217-869b-5485bf1580b1,SA:SB:PD,SA0:SB0:PD1,12.00,387.00,22.82,21.54,20.10,4,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21216,9,Writing,ef1d3246-52a0-42bc-96dc-e52e96ba7af2,R100000121S,2bedd0ac-382b-48a9-8034-2aff74a3818c,,,,,,,,,,
21216,9,Reading,e0efe165-1fd6-4bb2-b852-e3d2569bb29f,R100000121S,8a2e7ca8-ffc0-4d4a-bcba-8be84a2dee9f,A:D:C,A2:D0:C0,31.00,601.88,21.21,18.58,19.92,8,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Numeracy,b5258391-2980-450c-9f91-0478bf77e72d,R100000206A,4276508b-d356-49fd-886a-fd42f64ce72e,NC:D:E:F,NC1:D0:E0:F0,44.00,578.12,20.28,19.81,19.99,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Writing,de5189b7-7024-421c-b191-1f00ed11f8fc,R100000206A,544131bb-26b2-488b-9baa-027acb63774f,,,1.00,625.00,19.81,22.31,22.25,9,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,Spelling,039fd13d-e912-400b-87b0-b4d759548948,R100000206A,d5ee97bb-0d7a-47e1-9afd-263aeb6cdba6,SA:SD:PB,SA1:SD1:PB0,18.00,583.00,19.97,21.04,20.99,7,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21220,7,GrammarAndPunctuation,8612d228-46dd-485d-ad05-2b19d196ee64,R100000206A,fa413f27-5422-43b1-bfd0-dc86a7eb13b0,G,G0,0.00,0.00,21.19,18.56,21.04,0,Proficient,"[""14"",""15"",""16"",""17"",""18""]"
21217,7,Numeracy,28f23f52-44af-4fa8-bf1b-4d17e47a7e9f,R100000140S,4276508b-d356-49fd-886a-fd42f64ce72e,NC:B:C:F,NC0:B1:C0:F0,0.0,0.0,0.0,0.0,0.0,0,None,"[""14"",""15"",""16"",""17"",""18""]"
