School,YrLevel,Domain,REF_ID,PLATFORM_STUDENT_IDENTIFIER,SCHOOL_ACARA_ID,TEST_ID,PARTICIPATION_CODE,PARTICIPATION_TEXT,ADJUSTMENT,DEVICE,TEST_DATE,TEST_START_TIME,LAPSED_TIME_TEST
21214,3,Numeracy,bcf4f4ac-a9fe-4c03-b324-2b603509b5ef,R100000053G,21214,x00106804_Numeracy,A,Absent,,,,,
21214,3,Spelling,66d82c7e-7116-4466-8995-653f63ee8efb,R100000053G,21214,x00106806_Spelling,R,Refused,,,,,
21221,9,Spelling,d4add7a2-a297-41ca-b3a6-b1464a8fe780,R100000228H,21221,x001068024_Spelling,P,Present,,,,,
21221,9,Writing,dd9308d6-0b62-4f99-97fb-f499a31e00cf,R100000228H,21221,x001068021_Writing_alt,P,Present,,,,,
21221,9,GrammarAndPunctuation,8e1a525b-a98e-428a-8f36-53696ffce139,R100000228H,21221,x001068023_Grammar and Punctuation,P,Present,,,,,
21221,9,Reading,ae278188-c516-46a7-bf53-c62a00268249,R100000228H,21221,x001068019_Reading,R,Refused,,,,,
21221,9,Numeracy,441e1c8d-dac7-405f-a2fb-b9561e401df3,R100000228H,21221,x001068022_Numeracy,P,Present,"[""ETA"",""AIA""]",,,,
21220,7,Numeracy,81096d73-4f05-41bb-be77-cf6455a5dfac,R100000203K,21220,x001068016_Numeracy,P,Present,,,,,
21220,7,Writing,64d377aa-b5ff-413f-8d97-05163e36bdc1,R100000203K,21220,x001068014_Writing,P,Present,"[""AIA""]",,,,
21220,7,Spelling,69bb1557-7d7b-4d53-b6b2-a331e815ccd6,R100000203K,21220,x001068018_Spelling,A,Absent,,,,,
21220,7,Reading,ac376fe4-673b-4660-94bb-0d06dbd18570,R100000203K,21220,x001068013_Reading,P,Present,,,,,
21220,7,GrammarAndPunctuation,5833ea83-e24f-4173-bf3a-d4496ad436b8,R100000203K,21220,x001068017_Grammar and Punctuation,P,Present,,,,,
21217,5,Spelling,8e4d15db-9721-4ecb-b97e-54320ccd1a06,R100000135S,21217,x001068012_Spelling,P,Present,,,,,
21217,5,Writing,f91a9fb4-3547-4fce-a242-c31dd2ab9ac7,R100000135S,21217,x00106809_Writing_alt,P,Present,,,,,
21217,5,GrammarAndPunctuation,3d7e7d5c-5950-4eaa-8823-47ab1f860933,R100000135S,21217,x001068011_Grammar and Punctuation,P,Present,,,,,
21217,5,Reading,d5d05077-9ac5-4dc3-8e8e-b2a2f2bb4dad,R100000135S,21217,x00106807_Reading,P,Present,,,,,
21217,5,Numeracy,23adce9b-1c28-487b-a817-58798812ff1c,R100000135S,21217,x001068010_Numeracy,R,Refused,,,,,
21215,3,GrammarAndPunctuation,6831dfe9-ff5f-4c91-a1b5-3bd401bf221a,R100000096E,21215,x00106805_Grammar and Punctuation,P,Present,,,,,
21215,3,Reading,59be00e7-fe6d-45b1-a2ef-f56b8dc5eafa,R100000096E,21215,x00106801_Reading,P,Present,,,,,
21215,3,Numeracy,37845258-c7cf-46af-af87-3c68d01d6b88,R100000096E,21215,x00106804_Numeracy,P,Present,,,,,
21215,3,Spelling,c93e0b1b-fdfe-4e30-b0bc-518eb2d0f8c0,R100000096E,21215,x00106806_Spelling,P,Present,,,,,
21215,9,Spelling,6eb52cc2-8fdd-4910-b99a-7246cf665345,R100000081K,21215,x001068024_Spelling,P,Present,"[""ETC"",""AIA""]",,,,
21215,9,Writing,0a3c17a0-ed0a-4c3e-9001-7c841ff07410,R100000081K,21215,x001068020_Writing,P,Present,,,,,
21215,9,GrammarAndPunctuation,ea50c1d0-04e5-42f2-ae26-345b6a3528e3,R100000081K,21215,x001068023_Grammar and Punctuation,P,Present,,,,,
21215,9,Reading,25920c6b-3490-4d9c-8c7a-d298f3f50e70,R100000081K,21215,x001068019_Reading,P,Present,,,,,
21215,9,Numeracy,9e6e2532-42c6-48ac-9496-13cadb3eb67f,R100000081K,21215,x001068022_Numeracy,P,Present,,,,,
21221,9,Spelling,f0710bd5-da77-49b7-aabe-07f5a4297848,R100000233H,21221,x001068024_Spelling,P,Present,,,,,
21221,9,Writing,981e14f1-b578-45f3-89f7-dfd4e5c0ac12,R100000233H,21221,x001068021_Writing_alt,P,Present,,,,,
21221,9,GrammarAndPunctuation,656556bd-0bb5-40b1-9560-6242383f86ab,R100000233H,21221,x001068023_Grammar and Punctuation,P,Present,,,,,
21221,9,Reading,33c63817-60b4-4eb5-b38a-98d4ca3df254,R100000233H,21221,x001068019_Reading,P,Present,"[""COL"",""AIA""]",,,,
21221,9,Numeracy,4b07434a-b9c9-492b-ae2c-9dfb404a7fae,R100000233H,21221,x001068022_Numeracy,P,Present,,,,,
21215,9,Spelling,5929a649-5c61-4d08-8fb2-b763cc6d305e,R100000088P,21215,x001068024_Spelling,P,Present,,,,,
21215,9,Writing,39f523df-199e-49ac-b0af-f2e4629cf707,R100000088P,21215,x001068021_Writing_alt,P,Present,,,,,
21215,9,GrammarAndPunctuation,dbc04a49-fd7e-422a-b4f0-bc186ad6c0bb,R100000088P,21215,x001068023_Grammar and Punctuation,P,Present,,,,,
21215,9,Reading,fa0c0d9e-fa85-4b96-9e1c-390d9ef0dc7e,R100000088P,21215,x001068019_Reading,P,Present,"[""AIA"",""BNB""]",,,,
21215,9,Numeracy,85dafe5f-b401-41ee-bc59-fd61a322a995,R100000088P,21215,x001068022_Numeracy,P,Present,,,,,
21221,5,Spelling,f1a3c541-4b4b-450c-9a25-de6adee221d3,R100000231M,21221,x001068012_Spelling,P,Present,"[""OFF"",""AIA""]",,,,
21221,5,Writing,6ba49473-191a-4963-a001-bf554ab2c283,R100000231M,21221,x00106809_Writing_alt,P,Present,,,,,
21221,5,GrammarAndPunctuation,d4ffd72f-daee-4435-b238-fdb9cc1441e7,R100000231M,21221,x001068011_Grammar and Punctuation,P,Present,,,,,
21221,5,Reading,456e3058-18f1-48a7-89d4-07715d786516,R100000231M,21221,x00106807_Reading,W,Withdrawn,,,,,
21221,5,Numeracy,266ab566-9d49-495e-87d0-7ff0e601c58e,R100000231M,21221,x001068010_Numeracy,P,Present,,,,,
21220,9,Spelling,6029f18b-1477-47e8-afdf-d83c11ec20e4,R100000222K,21220,x001068024_Spelling,P,Present,,,,,
21220,9,Writing,c247e9f8-85cd-4ad0-86de-e93c097c06bc,R100000222K,21220,x001068020_Writing,P,Present,,,,,
21220,9,GrammarAndPunctuation,01242e59-4d56-455d-b4e4-e19e23f8ec5f,R100000222K,21220,x001068023_Grammar and Punctuation,P,Present,,,,,
21220,9,Reading,8cd0ac4e-d011-480c-9dfe-7e3c4937dc1c,R100000222K,21220,x001068019_Reading,P,Present,,,,,
21220,9,Numeracy,cf56da75-8374-4789-895f-874d24ac7f9d,R100000222K,21220,x001068022_Numeracy,P,Present,,,,,
21214,5,Spelling,1fe738e1-1938-4b36-b341-0ed6cfa27eb8,R100000051A,21214,x001068012_Spelling,P,Present,,,,,
21214,5,Writing,9a20454e-84ec-4def-99a2-7dce2caf549e,R100000051A,21214,x00106809_Writing_alt,P,Present,,,,,
21214,5,GrammarAndPunctuation,53cd3cec-8115-444f-9d49-bb9eeae8534a,R100000051A,21214,x001068011_Grammar and Punctuation,P,Present,,,,,
21214,5,Reading,ec366c5b-8fcc-4fad-bc62-299df2459bb9,R100000051A,21214,x00106807_Reading,P,Present,,,,,
21214,5,Numeracy,49b91e51-d668-4e1d-8088-5ff465ca921e,R100000051A,21214,x001068010_Numeracy,P,Present,,,,,
21212,3,GrammarAndPunctuation,196ba2c7-f85d-4455-b803-f59cc92b4f97,R100000021D,21212,x00106805_Grammar and Punctuation,E,Exempt,,,,,
21212,3,Reading,647a6b8a-cde7-46d4-86fc-61907cf7732f,R100000021D,21212,x00106801_Reading,P,Present,,,,,
21212,3,Numeracy,15061fef-309b-414b-aff6-b971b1786d4d,R100000021D,21212,x00106804_Numeracy,P,Present,,,,,
21212,3,Spelling,9da1a8e0-9c47-4515-ba81-9da3d940a3a7,R100000021D,21212,x00106806_Spelling,P,Present,,,,,
21221,9,Spelling,0f56b80d-ab60-42b8-9811-e5d0e7c3f4a8,R100000226M,21221,x001068024_Spelling,E,Exempt,,,,,
21221,9,Writing,53a9467c-4382-4a2b-9b5d-3998a33bbc02,R100000226M,21221,x001068020_Writing,P,Present,,,,,
21221,9,GrammarAndPunctuation,7a4e038b-8c69-4e1b-a472-b59d705b09cb,R100000226M,21221,x001068023_Grammar and Punctuation,P,Present,,,,,
21221,9,Reading,1478bce7-b927-4103-b69a-ded0e673c451,R100000226M,21221,x001068019_Reading,P,Present,,,,,
21221,9,Numeracy,a3e21dd8-4148-4e46-bb4c-9bae1ff62049,R100000226M,21221,x001068022_Numeracy,X,No Longer Enrolled,,,,,
21217,5,Spelling,bc8f1c8e-b3ce-4924-b848-c5c37ab5acc4,R100000128G,21217,x001068012_Spelling,P,Present,,,,,
21217,5,Writing,e897a615-cf1f-4e4c-b4c9-3240b72cf76b,R100000128G,21217,x00106808_Writing,P,Present,,,,,
21217,5,GrammarAndPunctuation,d72d66df-cb74-46c1-b336-2f339b3d13ba,R100000128G,21217,x001068011_Grammar and Punctuation,P,Present,,,,,
21217,5,Reading,2598ed81-3672-4aef-acde-e40d4a2f0a53,R100000128G,21217,x00106807_Reading,A,Absent,,,,,
21217,5,Numeracy,1e770414-13ba-4647-9128-02ea987dd337,R100000128G,21217,x001068010_Numeracy,E,Exempt,"[""AIA"",""AST""]",,,,
21218,9,Spelling,7f970f37-67f7-4db8-b525-1ea47398e2c8,R100000166G,21218,x001068024_Spelling,P,Present,,,,,
21218,9,Writing,b329477c-6b77-4504-a89a-341fed4fd2e6,R100000166G,21218,x001068021_Writing_alt,P,Present,,,,,
21218,9,GrammarAndPunctuation,1722749e-c998-4bf9-910d-249d78706c74,R100000166G,21218,x001068023_Grammar and Punctuation,C,Cancelled,,,,,
21218,9,Reading,517d34e6-1cf7-43b4-a19b-33b889f4964d,R100000166G,21218,x001068019_Reading,P,Present,,,,,
21218,9,Numeracy,cdb49d72-47e7-457b-bb79-956a0c2e29f1,R100000166G,21218,x001068022_Numeracy,P,Present,,,,,
21215,3,GrammarAndPunctuation,d8ed72a0-b081-4973-8cf5-2197d2d7aacf,R100000086G,21215,x00106805_Grammar and Punctuation,P,Present,"[""AIA"",""COL""]",,,,
21215,3,Reading,ed5c2203-e02f-458a-a473-726e6f55935b,R100000086G,21215,x00106801_Reading,P,Present,,,,,
21215,3,Numeracy,316d7dd8-e71f-40a3-a42d-5ea34bca1873,R100000086G,21215,x00106804_Numeracy,P,Present,,,,,
21215,3,Spelling,ba0d2245-ae48-4dea-bcf7-7414b0214c0c,R100000086G,21215,x00106806_Spelling,P,Present,"[""COL"",""AIV""]",,,,
21217,5,Spelling,25c39dc8-80e7-432d-8ae8-a3b45fd55aaa,R100000142K,21217,x001068012_Spelling,P,Present,,,,,
21217,5,Writing,78ba93a5-8112-42e5-ac2d-2134de7e04cc,R100000142K,21217,x00106809_Writing_alt,P,Present,,,,,
21217,5,GrammarAndPunctuation,1176a4e7-7aaf-4e69-afd9-11b813a7febc,R100000142K,21217,x001068011_Grammar and Punctuation,C,Cancelled,"[""AIV""]",,,,
21217,5,Reading,bbe8a598-5ecb-4c96-9e2c-05d03438c781,R100000142K,21217,x00106807_Reading,P,Present,,,,,
21217,5,Numeracy,e1363616-fbde-4c47-af3a-12905eae2dfd,R100000142K,21217,x001068010_Numeracy,P,Present,,,,,
21218,9,Spelling,570c3962-2b06-4168-ae0f-adeaeb923a05,R100000150A,21218,x001068024_Spelling,P,Present,,,,,
21218,9,Writing,3359c353-e15b-40cc-9b8c-1339b2f470a5,R100000150A,21218,x001068020_Writing,P,Present,,,,,
21218,9,GrammarAndPunctuation,89ca6b54-a3ff-4fa3-aa77-290dfea280d1,R100000150A,21218,x001068023_Grammar and Punctuation,A,Absent,,,,,
21218,9,Reading,f336f51d-cd69-44b6-834d-9cc5439760de,R100000150A,21218,x001068019_Reading,R,Refused,"[""AIV"",""AIA""]",,,,
21218,9,Numeracy,1c4c868d-0b5d-4156-83ac-0193e6168510,R100000150A,21218,x001068022_Numeracy,P,Present,,,,,
21217,3,GrammarAndPunctuation,0485f65f-c568-4822-a3fb-159724d10ca2,R100000129H,21217,x00106805_Grammar and Punctuation,P,Present,,,,,
21217,3,Reading,4144dc0b-b8fb-498a-b7e2-f81de232061f,R100000129H,21217,x00106801_Reading,P,Present,,,,,
21217,3,Numeracy,1d607c4e-ea63-442e-90fc-ca3b443b2ca5,R100000129H,21217,x00106804_Numeracy,P,Present,,,,,
21217,3,Spelling,2b062c39-cdcd-4c8f-a899-11b2e7e0f8b4,R100000129H,21217,x00106806_Spelling,P,Present,,,,,
21216,9,Spelling,666e1040-74d9-41e4-a09f-6ba78eb1e982,R100000121S,21216,x001068024_Spelling,W,Withdrawn,,,,,
21216,9,Writing,9b882540-6de1-4cb2-8d6f-d1571d962054,R100000121S,21216,x001068021_Writing_alt,S,Sanctioned Abandonment,,,,,
21216,9,GrammarAndPunctuation,3421d0cf-bfa7-43d4-b8bd-cf435b43ca81,R100000121S,21216,x001068023_Grammar and Punctuation,C,Cancelled,"[""AIA"",""CAL""]",,,,
21216,9,Reading,9eff55d3-a724-42b4-9a39-bff88d220c83,R100000121S,21216,x001068019_Reading,P,Present,,,,,
21216,9,Numeracy,2268e61c-6007-4de0-af77-1ff35597364f,R100000121S,21216,x001068022_Numeracy,W,Withdrawn,,,,,
21220,7,Numeracy,2024fd87-5bb5-49c9-8889-bda85a00c135,R100000206A,21220,x001068016_Numeracy,P,Present,,,,,
21220,7,Writing,d0e478f3-bcaa-4aef-a223-27d4168d9a12,R100000206A,21220,x001068015_Writing_alt,P,Present,"[""AIA"",""ETA""]",,,,
21220,7,Spelling,74f094c4-8d6a-4284-8f62-73c9942b87b1,R100000206A,21220,x001068018_Spelling,P,Present,,,,,
21220,7,Reading,dc309f3e-85ef-456d-a976-a114f27af70f,R100000206A,21220,x001068013_Reading,X,No Longer Enrolled,,,,,
21220,7,GrammarAndPunctuation,bdcba15d-2f27-40ae-9ed0-c4d6a8e3a2a6,R100000206A,21220,x001068017_Grammar and Punctuation,P,Present,,,,,
21217,7,Numeracy,c1f08118-07d8-4a65-8850-20454418c810,R100000140S,21217,x001068016_Numeracy,R,Refused,,,,,
21217,7,Writing,655b2d8e-e98f-4f0b-b0e9-0c3691307076,R100000140S,21217,x001068014_Writing,P,Present,,,,,
21217,7,Spelling,bfbaa86a-8751-415c-b62a-2b113d94b71f,R100000140S,21217,x001068018_Spelling,P,Present,,,,,
21217,7,Reading,69a223f3-6b50-480e-8f58-5f73a0757568,R100000140S,21217,x001068013_Reading,X,No Longer Enrolled,,,,,
21217,7,GrammarAndPunctuation,26bfcf65-6d18-4ae4-8535-ebd4d901e64d,R100000140S,21217,x001068017_Grammar and Punctuation,P,Present,,,,,
21219,9,Spelling,858cd7db-75f3-4f61-bb9f-94e16523d5bf,R100000193A,21219,x001068024_Spelling,P,Present,,,,,
21219,9,Writing,57cd45c0-cd6a-412c-8c97-9ebf30002514,R100000193A,21219,x001068020_Writing,P,Present,,,,,
21219,9,GrammarAndPunctuation,feb541f3-2f9b-4682-aaa6-c385936c3674,R100000193A,21219,x001068023_Grammar and Punctuation,P,Present,,,,,
21219,9,Reading,f5f023cf-c2c5-468a-93ae-d1085aea1e6e,R100000193A,21219,x001068019_Reading,P,Present,,,,,
21219,9,Numeracy,847c93dc-696d-489f-a9c0-f8b605545708,R100000193A,21219,x001068022_Numeracy,X,No Longer Enrolled,,,,,
21220,7,Numeracy,35eb8af4-99cb-449f-8a08-0de729e122f3,R100000207M,21220,x001068016_Numeracy,P,Present,,,,,
21220,7,Writing,e5da20ef-f356-4364-ba1d-ed7fc4736f57,R100000207M,21220,x001068014_Writing,P,Present,,,,,
21220,7,Spelling,535de261-c3b1-4eac-b871-ebfc8c805888,R100000207M,21220,x001068018_Spelling,P,Present,,,,,
21220,7,Reading,9344d262-2076-4632-ace5-49968626d4b7,R100000207M,21220,x001068013_Reading,P,Present,"[""AIA""]",,,,
21220,7,GrammarAndPunctuation,b15f4188-96dd-4aaa-b2e5-b754e088702c,R100000207M,21220,x001068017_Grammar and Punctuation,P,Present,,,,,
21216,7,Numeracy,bd17da71-776a-4299-b660-2286534f23dc,R100000111P,21216,x001068016_Numeracy,P,Present,,,,,
21216,7,Writing,e9c5968c-f293-47f1-a42e-11148f6bc019,R100000111P,21216,x001068014_Writing,P,Present,,,,,
21216,7,Spelling,de36e724-35b5-4226-a81d-0eeaacb7c5ff,R100000111P,21216,x001068018_Spelling,P,Present,"[""COL"",""AIA""]",,,,
21216,7,Reading,b94f9284-aaf9-4e26-94c6-282df8dd7ed0,R100000111P,21216,x001068013_Reading,P,Present,,,,,
21216,7,GrammarAndPunctuation,c447f7c7-bf52-4ddc-b827-30a5736af19d,R100000111P,21216,x001068017_Grammar and Punctuation,P,Present,,,,,
21219,7,Numeracy,b6a6ef51-a349-42bc-9a50-3b601daac645,R100000198R,21219,x001068016_Numeracy,P,Present,,,,,
21219,7,Writing,bfbee1ea-5e9a-4bf0-a06b-f5ed8ccf8965,R100000198R,21219,x001068015_Writing_alt,P,Present,,,,,
21219,7,Spelling,d8cf1913-261d-4f40-a91e-fc9ce81cdeaa,R100000198R,21219,x001068018_Spelling,P,Present,,,,,
21219,7,Reading,9ca7eb0c-a88d-4922-b0a5-ec02e6335aea,R100000198R,21219,x001068013_Reading,W,Withdrawn,,,,,
21219,7,GrammarAndPunctuation,fb9c8483-c6ed-4508-a132-9058b01de352,R100000198R,21219,x001068017_Grammar and Punctuation,P,Present,,,,,
21213,5,Spelling,2e728ac8-7dad-4d33-896d-b1f5e27c1fe7,R100000035D,21213,x001068012_Spelling,P,Present,,,,,
21213,5,Writing,97c4b93b-f9f2-4a0f-a844-28a2f056c22c,R100000035D,21213,x00106809_Writing_alt,E,Exempt,,,,,
21213,5,GrammarAndPunctuation,530c1960-d2d6-4edb-929c-a1649d2556fc,R100000035D,21213,x001068011_Grammar and Punctuation,P,Present,,,,,
21213,5,Reading,2c7a041a-1835-4c49-a40c-158f6d52ca1e,R100000035D,21213,x00106807_Reading,A,Absent,,,,,
21213,5,Numeracy,b3be940c-226e-44f5-ae88-6b4cb6b7b386,R100000035D,21213,x001068010_Numeracy,P,Present,"[""AIV"",""AIA""]",,,,
21212,5,Spelling,b74fd5cf-5635-41f5-a5fe-d1b67dec90bb,R100000018R,21212,x001068012_Spelling,P,Present,,,,,
21212,5,Writing,a1a440fb-4234-42c1-943c-b63ebfbf38ca,R100000018R,21212,x00106809_Writing_alt,P,Present,,,,,
21212,5,GrammarAndPunctuation,f629e7a7-fb2e-4fb8-8ad4-80f700529341,R100000018R,21212,x001068011_Grammar and Punctuation,P,Present,,,,,
21212,5,Reading,c898d20e-4461-48c6-bd00-857d42d48a10,R100000018R,21212,x00106807_Reading,P,Present,,,,,
21212,5,Numeracy,fe17647e-8c72-4272-a795-d48cf72e8dab,R100000018R,21212,x001068010_Numeracy,P,Present,"[""ETD"",""AIA""]",,,,
21216,3,GrammarAndPunctuation,be22f6dc-024f-44cd-b153-e65a4d561211,R100000106P,21216,x00106805_Grammar and Punctuation,P,Present,,,,,
21216,3,Reading,79769c6d-f46c-491c-abfa-fdde0b867f94,R100000106P,21216,x00106801_Reading,R,Refused,,,,,
21216,3,Numeracy,4ebcce0b-ec74-4345-ae0b-24b354d46284,R100000106P,21216,x00106804_Numeracy,P,Present,,,,,
21216,3,Spelling,29595735-edb9-441f-9a23-446997eed9ba,R100000106P,21216,x00106806_Spelling,P,Present,,,,,
21221,5,Spelling,f720a058-0ed4-4b8a-abc6-94354a9514e0,R100000234P,21221,x001068012_Spelling,P,Present,,,,,
21221,5,Writing,5412ecd1-daeb-468a-b5ae-14e26d1941aa,R100000234P,21221,x00106808_Writing,P,Present,,,,,
21221,5,GrammarAndPunctuation,2f8d4a8b-d8b0-4e65-96e7-a092c8e38d4d,R100000234P,21221,x001068011_Grammar and Punctuation,P,Present,,,,,
21221,5,Reading,6c7cd829-6d36-4f82-85e6-e1eac926b6de,R100000234P,21221,x00106807_Reading,X,No Longer Enrolled,,,,,
21221,5,Numeracy,a040b5cb-1d37-40d1-95a1-55359916bf6e,R100000234P,21221,x001068010_Numeracy,P,Present,,,,,
21212,5,Spelling,4a4635f6-77dc-4586-9dbe-2c0eaad76b2b,R100000011H,21212,x001068012_Spelling,C,Cancelled,,,,,
21212,5,Writing,9fee409c-71b7-4b43-9967-ebfaf3fc97a6,R100000011H,21212,x00106809_Writing_alt,A,Absent,,,,,
21212,5,GrammarAndPunctuation,a6cd9a0b-3a0e-4eee-9cda-4864a1fe02b0,R100000011H,21212,x001068011_Grammar and Punctuation,P,Present,,,,,
21212,5,Reading,ba111e77-98a6-4a6d-93d0-c3865e9b6645,R100000011H,21212,x00106807_Reading,P,Present,,,,,
21212,5,Numeracy,3963a282-1670-46fc-b16f-e3daae01db95,R100000011H,21212,x001068010_Numeracy,P,Present,,,,,
21216,5,Spelling,5a56bb94-bf0e-4ef4-bc26-9087e1e02f38,R100000115D,21216,x001068012_Spelling,P,Present,,,,,
21216,5,Writing,0143801a-d052-4b50-bbd3-1bbadb6cd886,R100000115D,21216,x00106809_Writing_alt,P,Present,,,,,
21216,5,GrammarAndPunctuation,3219085b-e8e6-4bbb-b73c-3272833bfe23,R100000115D,21216,x001068011_Grammar and Punctuation,P,Present,,,,,
21216,5,Reading,c1d02a33-aeaf-4c66-8fd8-a6c12c866d24,R100000115D,21216,x00106807_Reading,P,Present,,,,,
21216,5,Numeracy,8b924768-b786-4e0e-83cb-bef85b39e9e4,R100000115D,21216,x001068010_Numeracy,R,Refused,,,,,
21219,7,Numeracy,8a5c582d-4489-446c-b8e2-6db12d3dbada,R100000185G,21219,x001068016_Numeracy,P,Present,,,,,
21219,7,Writing,700b1855-78f2-490f-803f-d413090516fd,R100000185G,21219,x001068015_Writing_alt,P,Present,,,,,
21219,7,Spelling,906bf4ad-ddd3-478b-ac8d-2fa0a5476902,R100000185G,21219,x001068018_Spelling,P,Present,,,,,
21219,7,Reading,3270f599-78f1-479c-b50c-c9f8a82f8346,R100000185G,21219,x001068013_Reading,P,Present,,,,,
21219,7,GrammarAndPunctuation,25ab8f31-5805-4b38-91ff-34e0ccefc910,R100000185G,21219,x001068017_Grammar and Punctuation,R,Refused,,,,,
21217,7,Numeracy,81e03c15-116e-4a4e-9df5-e27b6a6daaee,R100000146M,21217,x001068016_Numeracy,P,Present,,,,,
21217,7,Writing,c25a4e42-dc35-4d74-be5f-a6495ddc4a86,R100000146M,21217,x001068014_Writing,P,Present,,,,,
21217,7,Spelling,a22cf61a-9499-457a-8c1b-cb18e0772d03,R100000146M,21217,x001068018_Spelling,P,Present,"[""AIA"",""ETB""]",,,,
21217,7,Reading,ac846740-f184-43f6-ac26-efea635d0f6c,R100000146M,21217,x001068013_Reading,W,Withdrawn,,,,,
21217,7,GrammarAndPunctuation,4416c38a-dbab-4d1b-b944-37c618947c20,R100000146M,21217,x001068017_Grammar and Punctuation,P,Present,,,,,
21218,9,Spelling,53a037d9-3e2c-48e0-9c08-752733cba2f0,R100000157E,21218,x001068024_Spelling,A,Absent,,,,,
21218,9,Writing,af768f42-1589-4dd0-8f7d-624298359d47,R100000157E,21218,x001068020_Writing,P,Present,,,,,
21218,9,GrammarAndPunctuation,f3925cc8-fe94-4263-b97b-362da3536355,R100000157E,21218,x001068023_Grammar and Punctuation,P,Present,,,,,
21218,9,Reading,c4673d91-6a4e-4395-bcbb-281977d4fc01,R100000157E,21218,x001068019_Reading,P,Present,,,,,
21218,9,Numeracy,41a1c7d8-21e9-4ce8-8a1e-1f27e4611530,R100000157E,21218,x001068022_Numeracy,P,Present,,,,,
21219,9,Spelling,5816a6fc-70b7-4222-a2fc-b4c11f1e77ea,R100000192P,21219,x001068024_Spelling,P,Present,"[""AST"",""AIA""]",,,,
21219,9,Writing,e0622a87-8359-4b67-8a87-e21ad9ee6589,R100000192P,21219,x001068020_Writing,A,Absent,"[""AIA""]",,,,
21219,9,GrammarAndPunctuation,d31dd9b2-0805-4c5a-abb4-c00453750ad4,R100000192P,21219,x001068023_Grammar and Punctuation,P,Present,,,,,
21219,9,Reading,b65d90c6-cd38-4269-9b96-b121d9902b48,R100000192P,21219,x001068019_Reading,R,Refused,"[""AIA""]",,,,
21219,9,Numeracy,b20d0ee8-a660-4885-98da-bba0eb341cab,R100000192P,21219,x001068022_Numeracy,P,Present,,,,,
21215,5,Spelling,e9c41244-3c35-4d98-adaf-14f28d06104d,R100000080R,21215,x001068012_Spelling,P,Present,,,,,
21215,5,Writing,c4e444a4-ea7e-4ebe-a8f2-b50f83b7567e,R100000080R,21215,x00106808_Writing,P,Present,,,,,
21215,5,GrammarAndPunctuation,910f24b3-17c7-407e-8705-94fbabd1a37b,R100000080R,21215,x001068011_Grammar and Punctuation,P,Present,,,,,
21215,5,Reading,7d4f7d74-7a55-43bb-b9f7-597a0260ac80,R100000080R,21215,x00106807_Reading,P,Present,,,,,
